Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
ubong247,"Very soon, you'll realise why all the security chiefs are from one stock. Nigeria, we hate thee.",0,0,"male, married, love making friends, God chaser, abhors insincerity.","lagos, nigeria",177,977852374650900480,2018-03-25 10:19:08
CPJAfrica,"#Nigeria: On July 21, 2016, agents of Nigeria's state security service arrested #JonesAbiri. Since his arrest, president @MBuhari’s government has not provided any information on his whereabouts or health conditions https://t.co/lJCCxQ3rZ5 https://t.co/5VvXyhbLok",5,15,@pressfreedom advocates supporting journalists on Africa's frontlines,Nairobi • Lomé • New York,39041,977851334828335104,2018-03-25 10:15:00
LoluBankole,Wait till they kill ur loved ones every week - I have never seen a more unserious nation than Nigeria. And someone would have d guts to defend our security apparatus and leadership,0,0,#Dontbelievetwitter,,244,977851221070491649,2018-03-25 10:14:33
IyahIyahtweets,"Insecurity in Nigeria:Let the security chiefs across board(if they have genuine concerns) come down from their high horses, identify&amp; seek counsel from the pool. Sure they are overwhelmed&amp;need new ideas from unfamiliar folks on how to understand&amp; address the 'new wars' before us.",1,0,Research on Conflict Security and Development,Leicester,378,977850971756859392,2018-03-25 10:13:33
EnyinnayaNwosu,"TY Danjuma is an old player who knows more than many people in Nigeria. 
When a man like that talks on security issues, he should be taken serious.",5,3,"A new generation presidential aspirant in Nigeria for 2019 election.
Every Nigerian to join us in rebuilding  Nigeria with fresh ideas. #ENN
#ISTANDWITHENN",Nigeria,818,977850950282022912,2018-03-25 10:13:28
FACT_UNDISPUTED,"@vanguardngrnews @vanguardngr There's no security in Nigeria!
Don't be careless with your life.
This is a country where Boko Haram terrorists will kidnap a whole community anytime and return them without any arrest.
The soldiers and police only know how to collect money from Civilians and threaten with guns",5,1,"Say it as it is!
Nigerians live daily as slaves in their country. Our Leaders are heartless without empathy for the masses. Stop praising politicians!",,707,977849155883294720,2018-03-25 10:06:20
digitalbes,"ALWAYS –ON SSL (AOSSL), AN IMPORTANT SECURITY TO CONSIDER BY COMPANY AND THOSE WHO https://t.co/WI4pNH4A0s #Nigeria,#lagos,#abuja,#website",0,0,"Digitalbes a website design and ICT solution company in Nigeria. We do Website Design/Development, Training,Create Mobile App, Hosting, Domain Registration etc","Lagos, Nigeria",2867,977846595780825089,2018-03-25 09:56:10
Chrisvieri32,"@najeebjb @HQNigerianArmy An Army General wud loose control of his army on a battle field if traces of conspiracy points out to him. 
so as long as Buhari remains sole commander of all security forces in Nigeria. I'm sorry all d recent security challenges would continue.",1,0,My Tweets are my personal opinion...,Benin city nigeria,155,977846098340573184,2018-03-25 09:54:12
Okeydegeneral,The security situation in Nigeria is an open secret. The collusion is so conspicuous that the blind can see it https://t.co/qh5zLpaDJZ,0,0,"I am friendly, Honest, Magnetic, trustworthy and Inspiring. Engineer, ICT Savvy, Non Conformist, Radical. 
lover of God and Humanity, Entrepreneur",,1885,977845813807386624,2018-03-25 09:53:04
ebifaks,"@MobilePunch There must be a coming together of all people in Nigeria to put an end to this killings. Kudos to Danjuma. If the elite don’t speak up, the killings will continue. The military and all security heads are in the hands of a particular tribe and religious. National security issue...",0,0,,abuja nigeria,4,977845221240266752,2018-03-25 09:50:42
BiafraHouse,Stop Crying Out and START DEFENDING yourselves and Communities! The #Fulani security agencies will not protect you. They are All the same. WAKE UP! #Nigeria #SupportBiafraReferendum https://t.co/QezASepsu1,6,27,Welcome to the State House in Ahiara. #FreeNnamdiKanu #FreeBiafra**REPUBLIC OF BIAFRA ** הרפובליקה של ביאפרה,"Ahiara, BiafraLand",480,977844743899111424,2018-03-25 09:48:49
DonOkereke,"Argued in my latest piece that #Nigeria #Security #Intelligence anti #Corruption agencies are pliant, partisan. Entrenched penchant for bootlicking entails they are not dispassionate. Gen. Danjuma buttresses this point. #Nigeria needs independent, strong institutions",0,0,"#Security Aficionado/Analyst/Consultant, #Writer, Avid #Reader, Curious, Active Citizen, X-Military. Passion 👉 #OSINT/#CVE/Entrepreneurship/Advocacy/SocialGood",,1974,977844457671413760,2018-03-25 09:47:40
Thereal_TommyB,"On TY Danjuma's charge of military collusion in ongoing security challenges in Nigeria &amp; call for self defense, I have a few thoughts....",4,4,"Media Manager(Radio & TV). IVLP Alumnus. Father to beautiful triplet girls. Lover of Nigeria, cynical of Nigerian leaders.",Nigeria,4262,977843302656610304,2018-03-25 09:43:05
Elderstatesman3,"Partners in corruption. Zuma gone because there’s democracy in South Africa.

This other1 @rochas cannot go because he’s expert in looting #criminal.

He’s using state security and taxpayers funds to silence anyone that stands on his way.

#BananaRepublic@nigeria https://t.co/fVqUINNm2f",0,0,Father/Activist/Truthful Leader/Hate criminals in power/Speaker of masses/Fearless Elder Statesman/#LeadersMustServe and NOT to be served...#SendMe,"Sandton, South Africa",57,977841520123531264,2018-03-25 09:36:00
ferigom69,"Controversial US $420m Maritime Security Contract- Three Arrested In Haifa, Israel FMOT, NIMASA IN TROUBLE | @scoopit https://t.co/7VIRy2Rd2V #Nigeria #Israel #marsec",1,0,PhD in Conflicts and Security. Research on Maritime Security. @UNIZAR @UDIMA @CISDEinfo Linkedin: https://t.co/FzAi2jvHra Academia https://t.co/M9Zq3elvZf,Spain,1759,977839891768922112,2018-03-25 09:29:32
Yahya1149,@NTANewsNow If you're serious with what you're saying tell your children's since they're Nigerians too to come to Nigeria from different countries in world were they're leaving and studying to be in the front lines in fighting with the Nigerians security operatives.,0,0,,Katsina/Abia,134,977837489674162176,2018-03-25 09:19:59
EseAse,"Nigeria has never had a challenging non-war security situation as now.

T Y Danjuma is not saying anything new.

The government has failed its most elementary responsibility -- security.",3,6,Development Politician. Christian. Lover,London /  Port Harcourt ,108,977836549604827136,2018-03-25 09:16:15
deewin01,"Dangote brought BillGate to his daughters wedding in Nigeria.
The only thing anyone can do to beat this wedding is to bring JESUS of Nazareth then accompanied with Angel Michael for Security reasons.🙄😁 https://t.co/wkpDmLdwi9",5,1,CEO-DEEWIN ENTERTAINMENT Film Producer Artist manager Actor/MC/Promoter Event/ShowBizPlanner Int'l Award Winner +2348138406658,,833,977834848906866688,2018-03-25 09:09:29
childjoe,"@channelstv Illegal means of milking Nigeria gradually closing , the generals are now crying fowl. As a retired general, why not work in synergy with the state Governor to improve security ?",1,0,I believe in struggle to make both ends meet.,"Port Harcourt, Nigeria",3,977833481689497601,2018-03-25 09:04:03
mowze16,Like I said earlier people like T.Y Danjuma have selective amnesia when it comes to Nigeria &amp; it’s people! He of all people has absolutely NO right to call on citizens to take up arms and incite them against security forces that are already overstretched while doing their best! https://t.co/jdg1oE7QRh,0,0,,"Abuja, Nigeria",39,977833445706649600,2018-03-25 09:03:55
akviktor,"May the world's attention be drawn to the ethnic cleansing going on in Nigeria,  and the alleged complicity of security agents and institutions. @UN @realDonaldTrump . Enough is enough! 

https://t.co/iH4rnPcYXy",0,0,Barrister and Solicitor of the Supreme Court of Nigeria | Human Rights activist | Trial Attorney| Public Speaker | Writer | Christ lover,akanimoukpe@gmail.com,975,977828213069172736,2018-03-25 08:43:07
Nedunaija,"T.Y Danjuma executed Ironsi...TRUE.

He is among those who appropriated Nigeria to themselves...TRUE.

He calls on Nigerians to arm themselves seeing that security agencies are protecting killer herdsmen...TRUE.

None of these 3 invalidates any of the 3.",362,542,Native of Nigeria. Dual citizen of Earth and Space.,In the heart of the oppressed.,114309,977825615071055872,2018-03-25 08:32:48
Screw_Effect,"pay tax when there isn't the basic amenities provided? Firstly, provide better Education, Health care and Security then you can tax the citizens for maintenance..... Q: What can Nigeria  provide to its People?? @AsoRock @VAIDSNG",0,0,"a human being.

Give🚫receive, treat=equal, strive=achieve. Getting there! * friendly",abuja naija,209,977824109546655745,2018-03-25 08:26:49
alagbesamson3,https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Cyber Security Engineer  https://t.co/8MK3uJL9MA,0,2,,Ibadan,40,977822659248607232,2018-03-25 08:21:03
alagbesamson3,https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Cyber Security Engineer https://t.co/8MK3uJL9MA,0,2,,Ibadan,40,977822642387464192,2018-03-25 08:20:59
FireOFola,"@yojora @MrSomoye Two of Una are saying the same thing in a different way..  Kiss and make up or get a 
room...  TY Danjuma is correct and Nigeria has to tighten her security...  O shaaro Sunday.. 😒😒😒",0,1,#Small girl with Big dreams serving a Great GRACIOUS God.  #The virtuous woman in Provs 31from verse 10 in d making #Soupbae #Sapiophile check my pictures,,9674,977819652662456320,2018-03-25 08:09:06
OlatunjiLawal2,@biolakazeem @Osi_Suave And the solution is to incite people against people. TY is still being protected by the security apparatus in Nigeria today.,0,0,Scientist By Heart and Training.Upwardly mobile. Public Affairs Commentator and Entrepreneur,Lagos,148,977818076556267520,2018-03-25 08:02:51
AdesinFatai,"@AdeBanqie @HQNigerianArmy TY is saying the truth and minds of minority tribes in Nigeria, nepotism in our security head is glaring for world to see. Easy for army to curtain ipob but difficult to curtail killers hearbsmen.",0,0,,,44,977817967030407168,2018-03-25 08:02:24
Brwilliam2403,@APCNigeria The current security challenges and high debt profile are enough to prove the incompetence of @PMBuhari to lead the affairs of a country like Nigeria and you all know the truth. @NGRSenate,1,1,This is my official twitter handle. I'm always ready to meet and learn  from good people around me. babalolaspecial@gmail.com,"Lagos, Nigeria",268,977817212386988032,2018-03-25 07:59:25
mazigerald,"In Nigeria, we provide our security, drill our boreholes, tar our roads and at the end, we will still come and wait on inefficient security operatives to do their work. https://t.co/fwRLIABJiC",0,0,"Partner, @pio_solicitors. Tweets are my views. RTs =yours. I love to ask the lesser frequently asked questions, or take the lesser trodden path. iWill & iShall.","Abuja, Nigeria",1529,977816761411268608,2018-03-25 07:57:37
MrSomoye,@yojora Anyway Yojora this doesn't ignore the fact that Nigeria needs to tighten its security and contain all these anarchists on the run. But it doesn't help your case if you want to believe in TY Danjuma not the Armed Forces who are risking their lives to secure Nigeria.,0,0,Cogito Ergo Sum - R. Descartes.,"Abuja, Nigeria",2682,977815393585770496,2018-03-25 07:52:11
NofNews_Nigeria,"Firm calls for synergy against rising security threat Organisers of Securex West Africa, Afrocet Montgomery, ... https://t.co/yvG3WYpTal",0,0,,,113,977815036465856512,2018-03-25 07:50:46
El_Pafecto,@Nikiwinks I can tell you that the security he has is more than that of the whole Nigeria,0,0,I Tweet & Retweet in SYNC with my Mind & Instinct #Capricorn #MUFC #Muzik #WordOfWisdomandKnowledge,Coal City - Nigeria,208,977811248170618880,2018-03-25 07:35:43
oladeji_bayo,"For General T. Y. Danjuma, to write off the Nigerian Army he was once its chief means Nigeria' security system is in a mess.",1,1,I am a Nigerian journalist base in Abuja. I am a Pastor by divine arrangement. I love God and love my country. I am married with children.,"Abuja, Nigeria",1183,977810789972275200,2018-03-25 07:33:53
dreammeshltd,"We attach so much importance to the security of lives and properties and we will keep reminding you every day till you do the needful. 

#digital #tech #web #coding #ui #ux #design #nigeria #technology #robots #WeAreNigerianCreatives #DreamMesh #Security #digital #advertising https://t.co/Q1aSCBaaCW",10,4,Dream Mesh Limited is a duly registered firm that offers innovative technology solutions to businesses and institutions.#DreamSecure,"Lagos, Nigeria",1920,977810029029089280,2018-03-25 07:30:52
